iteration time doc.count score word.count unseen.score unseen.word.count
1158 4561 18528 -10011272.30207 1222591 0.00000 0
1159 4565 18544 -9343646.91443 1139204 0.00000 0
1160 4569 18560 -7704209.63133 935150 0.00000 0
1161 4572 18576 -8374950.43265 1020644 0.00000 0
1162 4577 18592 -9408239.82709 1150994 0.00000 0
1163 4581 18608 -11161721.39264 1354242 0.00000 0
1164 4585 18624 -10595322.03918 1286210 0.00000 0
1165 4589 18640 -9564729.98576 1165325 0.00000 0
1166 4592 18656 -9067543.98613 1106624 0.00000 0
1167 4597 18672 -10449806.73107 1267482 0.00000 0
1168 4601 18688 -12232211.37017 1489594 0.00000 0
1169 4605 18704 -7684082.33391 934494 0.00000 0
1170 4609 18720 -11791175.94914 1439711 0.00000 0
1171 4613 18736 -9670967.07641 1168073 0.00000 0
1172 4617 18752 -7638089.76252 923257 0.00000 0
1173 4621 18768 -5618777.45360 679257 0.00000 0
1174 4625 18784 -8950245.27831 1083653 0.00000 0
1175 4629 18800 -11088239.52347 1351294 0.00000 0
1176 4633 18816 -10928148.99404 1329859 0.00000 0
1177 4637 18832 -11076405.23938 1352357 0.00000 0
1178 4641 18848 -8312880.35634 1009715 0.00000 0
1179 4645 18864 -10536902.73139 1277991 0.00000 0
1180 4648 18880 -8913785.12813 1083217 0.00000 0
1181 4653 18896 -10596999.32885 1282235 0.00000 0
1182 4657 18912 -10729034.56805 1301883 0.00000 0
1183 4661 18928 -9389439.45538 1141252 0.00000 0
1184 4665 18944 -9069014.68154 1104296 0.00000 0
1185 4668 18960 -9597537.05284 1172638 0.00000 0
1186 4672 18976 -7586723.31858 918372 0.00000 0
1187 4676 18992 -8660078.05205 1049124 0.00000 0
1188 4681 19008 -11589897.62774 1411670 0.00000 0
1189 4685 19024 -9067222.55207 1100016 0.00000 0
1190 4689 19040 -10490899.69546 1273259 0.00000 0
1191 4693 19056 -9763155.64205 1186477 0.00000 0
1192 4696 19072 -7438662.49009 902327 0.00000 0
1193 4700 19088 -9687204.14190 1177242 0.00000 0
1194 4704 19104 -8091595.00377 985792 0.00000 0
1195 4708 19120 -8309757.21979 1003552 0.00000 0
1196 4712 19136 -9176255.63297 1109067 0.00000 0
1197 4716 19152 -9486657.89415 1155654 0.00000 0
1198 4720 19168 -9357709.63675 1141615 0.00000 0
1199 4724 19184 -9966148.02833 1215453 0.00000 0
1200 4728 19200 -8685887.79185 1056267 0.00000 0
1201 4732 19216 -8049712.42924 981840 0.00000 0
1202 4736 19232 -8966574.70825 1091177 0.00000 0
1203 4740 19248 -9128695.39020 1114210 0.00000 0
1204 4744 19264 -8743591.88554 1062330 0.00000 0
1205 4748 19280 -8497871.03833 1029388 0.00000 0
1206 4751 19296 -7834522.47986 952839 0.00000 0
1207 4755 19312 -6729174.96451 817873 0.00000 0
1208 4759 19328 -11140677.59777 1355644 0.00000 0
1209 4763 19344 -7158003.35544 872673 0.00000 0
1210 4766 19360 -8506278.93382 1033924 0.00000 0
1211 4771 19376 -9509474.83291 1158946 0.00000 0
1212 4774 19392 -7380392.45697 892114 0.00000 0
1213 4778 19408 -9897602.44640 1195003 0.00000 0
1214 4783 19424 -10230965.26821 1244762 0.00000 0
1215 4786 19440 -9394714.62695 1136331 0.00000 0
1216 4790 19456 -11062711.57093 1354887 0.00000 0
1217 4794 19472 -8184451.90888 988885 0.00000 0
1218 4798 19488 -10033344.04676 1222809 0.00000 0
1219 4801 19504 -8167469.64181 997159 0.00000 0
1220 4806 19520 -9878567.10781 1200298 0.00000 0
1221 4809 19536 -8013158.95049 979027 0.00000 0
1222 4813 19552 -12322808.52767 1498602 0.00000 0
1223 4817 19568 -8796247.98853 1069933 0.00000 0
1224 4821 19584 -9789237.69042 1189863 0.00000 0
1225 4825 19600 -10965832.36427 1331397 0.00000 0
1226 4829 19616 -8113398.52415 991949 0.00000 0
1227 4833 19632 -8934296.93064 1082406 0.00000 0
1228 4837 19648 -12094003.64721 1465126 0.00000 0
1229 4842 19664 -9636384.64656 1165711 0.00000 0
1230 4845 19680 -8160820.94848 991997 0.00000 0
1231 4849 19696 -8676106.29484 1053883 0.00000 0
1232 4853 19712 -8114898.72522 980869 0.00000 0
1233 4857 19728 -11692368.94881 1426065 0.00000 0
1234 4861 19744 -10767581.79853 1309842 0.00000 0
1235 4865 19760 -10406913.61261 1270019 0.00000 0
1236 4869 19776 -11553853.98713 1411222 0.00000 0
1237 4873 19792 -10571768.87021 1285950 0.00000 0
1238 4877 19808 -9435727.23748 1139144 0.00000 0
1239 4881 19824 -11132182.43728 1362424 0.00000 0
1240 4885 19840 -10133068.46516 1227871 0.00000 0
1241 4889 19856 -10659978.24943 1303503 0.00000 0
1242 4893 19872 -9051483.22799 1102078 0.00000 0
1243 4897 19888 -8315696.18547 1007458 0.00000 0
1244 4901 19904 -9916433.42789 1196526 0.00000 0
1245 4905 19920 -10248399.49576 1249610 0.00000 0
1246 4909 19936 -10055563.92677 1218616 0.00000 0
1247 4913 19952 -6627237.96565 800317 0.00000 0
1248 4917 19968 -9799812.11652 1192465 0.00000 0
1249 4921 19984 -10479305.50554 1280560 0.00000 0
1250 4925 20000 -10505382.21190 1280736 0.00000 0
1251 4929 20016 -11519542.26230 1410772 0.00000 0
1252 4933 20032 -9034032.05963 1096566 0.00000 0
1253 4936 20048 -9000609.77637 1090339 0.00000 0
1254 4941 20064 -12420971.64870 1505807 0.00000 0
1255 4944 20080 -10904144.86519 1327250 0.00000 0
1256 4948 20096 -10371480.17160 1264289 0.00000 0
1257 4953 20112 -11408988.13085 1389844 0.00000 0
1258 4957 20128 -11656145.37661 1427166 0.00000 0
1259 4961 20144 -8946613.54720 1078748 0.00000 0
1260 4964 20160 -8604716.14822 1049559 0.00000 0
1261 4968 20176 -8453036.49563 1031944 0.00000 0
1262 4972 20192 -8201477.39638 987845 0.00000 0
1263 4976 20208 -9911820.47332 1208235 0.00000 0
1264 4980 20224 -10524749.41660 1284408 0.00000 0
1265 4984 20240 -8198347.24107 990208 0.00000 0
1266 4988 20256 -7681670.95632 929804 0.00000 0
1267 4992 20272 -11028887.10905 1343977 0.00000 0
1268 4996 20288 -11079358.64189 1352564 0.00000 0
1269 5000 20304 -11487223.20862 1396496 0.00000 0
1270 5004 20320 -9456204.80226 1143969 0.00000 0
1271 5008 20336 -8325711.59215 1014691 0.00000 0
1272 5012 20352 -8115753.31354 991089 0.00000 0
1273 5016 20368 -9750845.18025 1189416 0.00000 0
1274 5019 20384 -9774912.91831 1191321 0.00000 0
1275 5023 20400 -9396440.10970 1143946 0.00000 0
1276 5027 20416 -11768133.76513 1437526 0.00000 0
1277 5031 20432 -9391518.55563 1148055 0.00000 0
1278 5035 20448 -9012006.83554 1096162 0.00000 0
1279 5039 20464 -9860329.29159 1200632 0.00000 0
1280 5043 20480 -10557988.51126 1281825 0.00000 0
1281 5047 20496 -9465849.61096 1150795 0.00000 0
1282 5051 20512 -10780979.12072 1308616 0.00000 0
1283 5055 20528 -8553529.75474 1041760 0.00000 0
1284 5059 20544 -9256821.96463 1125961 0.00000 0
1285 5063 20560 -9078695.63265 1101896 0.00000 0
1286 5067 20576 -10355098.56545 1263245 0.00000 0
1287 5071 20592 -9487007.09563 1158739 0.00000 0
1288 5074 20608 -7113021.79831 863085 0.00000 0
1289 5078 20624 -9114774.28929 1112867 0.00000 0
1290 5082 20640 -10235089.34230 1236195 0.00000 0
1291 5086 20656 -10975882.64011 1327597 0.00000 0
1292 5090 20672 -7596673.10941 916474 0.00000 0
1293 5094 20688 -9500201.29226 1153018 0.00000 0
1294 5098 20704 -10126152.37850 1236631 0.00000 0
1295 5102 20720 -9280536.88585 1127544 0.00000 0
1296 5106 20736 -9939884.69630 1216047 0.00000 0
1297 5110 20752 -9877440.49344 1198526 0.00000 0
1298 5114 20768 -8333835.90591 1016935 0.00000 0
1299 5118 20784 -9410574.86844 1141414 0.00000 0
1300 5122 20800 -9318573.30756 1131863 0.00000 0
1301 5126 20816 -9282325.26026 1126375 0.00000 0
1302 5130 20832 -11045156.78184 1346660 0.00000 0
1303 5134 20848 -8369355.01401 1018039 0.00000 0
1304 5138 20864 -11102815.25429 1342038 0.00000 0
1305 5142 20880 -10116794.21986 1234091 0.00000 0
1306 5146 20896 -12820562.03743 1561839 0.00000 0
1307 5149 20912 -8492876.84722 1036804 0.00000 0
1308 5154 20928 -10019370.88213 1219984 0.00000 0
1309 5157 20944 -10066774.69878 1225435 0.00000 0
1310 5161 20960 -9873578.21604 1195419 0.00000 0
1311 5165 20976 -9017293.16539 1104298 0.00000 0
1312 5169 20992 -8792482.72079 1068392 0.00000 0
1313 5173 21008 -10258202.21241 1250607 0.00000 0
1314 5177 21024 -9984564.92994 1216124 0.00000 0
1315 5181 21040 -10844190.00458 1308654 0.00000 0
1316 5185 21056 -9185792.69216 1109847 0.00000 0
1317 5190 21072 -11790834.34718 1438567 0.00000 0
1318 5193 21088 -9821454.48671 1198088 0.00000 0
1319 5197 21104 -8925350.19594 1082958 0.00000 0
1320 5201 21120 -10378481.20522 1265807 0.00000 0
1321 5205 21136 -11485532.20397 1396286 0.00000 0
1322 5209 21152 -8459984.98663 1026472 0.00000 0
1323 5213 21168 -9880689.16382 1201173 0.00000 0
1324 5217 21184 -9700908.25011 1176937 0.00000 0
1325 5221 21200 -11437009.85707 1391167 0.00000 0
1326 5225 21216 -7982453.39955 975628 0.00000 0
1327 5229 21232 -9782637.28930 1183407 0.00000 0
1328 5232 21248 -6809980.85794 826145 0.00000 0
1329 5236 21264 -9996502.08585 1217873 0.00000 0
1330 5240 21280 -9071761.39251 1098126 0.00000 0
1331 5244 21296 -7879488.19260 952838 0.00000 0
1332 5248 21312 -8523906.38496 1038144 0.00000 0
1333 5252 21328 -9395255.93928 1146045 0.00000 0
1334 5256 21344 -8418256.54230 1019291 0.00000 0
1335 5259 21360 -7749845.40544 939856 0.00000 0
1336 5263 21376 -9034110.26089 1100033 0.00000 0
1337 5267 21392 -9859116.41840 1200212 0.00000 0
1338 5271 21408 -9638436.65862 1173987 0.00000 0
1339 5275 21424 -9160103.26616 1104502 0.00000 0
1340 5279 21440 -8001834.95599 967838 0.00000 0
1341 5283 21456 -10941611.77831 1331989 0.00000 0
1342 5287 21472 -7993106.19328 974200 0.00000 0
1343 5291 21488 -8624850.09755 1052408 0.00000 0
1344 5294 21504 -9000906.00304 1098816 0.00000 0
1345 5298 21520 -8699221.79268 1053143 0.00000 0
1346 5302 21536 -9122491.37226 1102287 0.00000 0
1347 5306 21552 -10967132.66690 1330555 0.00000 0
1348 5310 21568 -7746379.01156 937091 0.00000 0
1349 5315 21584 -12564938.00920 1522721 0.00000 0
1350 5319 21600 -12544042.39534 1523888 0.00000 0
1351 5323 21616 -7871728.16378 953503 0.00000 0
1352 5327 21632 -8815686.23232 1070164 0.00000 0
1353 5331 21648 -10668281.17797 1291208 0.00000 0
1354 5335 21664 -8345593.40841 1010906 0.00000 0
1355 5338 21680 -8509043.60512 1035108 0.00000 0
1356 5342 21696 -10052786.54511 1232976 0.00000 0
1357 5346 21712 -8565334.32985 1039682 0.00000 0
1358 5350 21728 -9393295.38718 1139067 0.00000 0
1359 5354 21744 -8440091.47612 1022820 0.00000 0
1360 5358 21760 -8699655.16888 1059081 0.00000 0
1361 5361 21776 -9604537.83506 1172307 0.00000 0
1362 5365 21792 -7743207.34164 945197 0.00000 0
1363 5369 21808 -9503770.90820 1150869 0.00000 0
1364 5373 21824 -8718676.69308 1056320 0.00000 0
1365 5377 21840 -8826931.91425 1074352 0.00000 0
1366 5381 21856 -9350848.07868 1137803 0.00000 0
1367 5385 21872 -9648992.57356 1179659 0.00000 0
1368 5389 21888 -9935898.24899 1206318 0.00000 0
1369 5393 21904 -8090794.81614 981745 0.00000 0
1370 5397 21920 -8649538.91618 1050856 0.00000 0
1371 5401 21936 -9636809.89728 1166253 0.00000 0
1372 5404 21952 -8373493.26771 1023494 0.00000 0
1373 5408 21968 -9096664.05629 1107383 0.00000 0
1374 5412 21984 -8796481.06027 1075015 0.00000 0
1375 5416 22000 -6882424.12323 835327 0.00000 0
1376 5419 22016 -8171332.69876 987846 0.00000 0
1377 5423 22032 -8567475.81815 1044756 0.00000 0
1378 5427 22048 -10540359.09284 1285991 0.00000 0
1379 5431 22064 -7874633.55018 963282 0.00000 0
1380 5435 22080 -8207897.24763 987640 0.00000 0
1381 5439 22096 -10116430.67068 1234202 0.00000 0
1382 5443 22112 -11216335.00404 1365577 0.00000 0
1383 5447 22128 -9376555.62393 1139589 0.00000 0
1384 5451 22144 -8876412.31641 1077912 0.00000 0
1385 5455 22160 -8868245.26057 1077288 0.00000 0
1386 5459 22176 -8752922.83428 1051819 0.00000 0
1387 5462 22192 -8086637.91604 992209 0.00000 0
1388 5467 22208 -9462139.09008 1145098 0.00000 0
1389 5471 22224 -9890799.33675 1203871 0.00000 0
1390 5474 22240 -7669502.29069 930124 0.00000 0
1391 5478 22256 -9532414.75325 1153075 0.00000 0
1392 5482 22272 -9676444.09833 1172543 0.00000 0
1393 5486 22288 -8663358.56895 1047682 0.00000 0
1394 5490 22304 -9586114.47183 1165926 0.00000 0
1395 5494 22320 -9290587.37602 1134525 0.00000 0
1396 5498 22336 -8346736.90094 1008919 0.00000 0
1397 5502 22352 -9858956.07083 1199519 0.00000 0
1398 5506 22368 -10851732.44595 1320065 0.00000 0
1399 5510 22384 -8463905.48509 1038750 0.00000 0
1400 5513 22400 -8279434.17916 1011251 0.00000 0
1401 5517 22416 -9454696.26642 1147233 0.00000 0
1402 5521 22432 -11318498.73697 1367221 0.00000 0
1403 5525 22448 -7461030.73731 905419 0.00000 0
1404 5529 22464 -9292879.43847 1127103 0.00000 0
1405 5533 22480 -10005739.18166 1217900 0.00000 0
1406 5537 22496 -10831515.48063 1320351 0.00000 0
1407 5541 22512 -8393388.30041 1014082 0.00000 0
1408 5545 22528 -8635042.50090 1050798 0.00000 0
1409 5550 22544 -11256478.60653 1376310 0.00000 0
1410 5554 22560 -10670112.90810 1309326 0.00000 0
1411 5558 22576 -9630541.65520 1163477 0.00000 0
1412 5561 22592 -8010151.01931 976625 0.00000 0
1413 5565 22608 -8652308.15717 1050107 0.00000 0
1414 5569 22624 -8288422.33042 1007183 0.00000 0
1415 5573 22640 -7466775.48006 902092 0.00000 0
1416 5577 22656 -8388760.84518 1013629 0.00000 0
1417 5580 22672 -10204410.15185 1249695 0.00000 0
1418 5585 22688 -11244528.03268 1371275 0.00000 0
1419 5589 22704 -7794054.98925 952922 0.00000 0
1420 5592 22720 -8413638.90844 1018517 0.00000 0
1421 5596 22736 -8823520.67439 1072577 0.00000 0
1422 5600 22752 -9447163.90069 1150812 0.00000 0
1423 5604 22768 -9092387.42782 1112513 0.00000 0
1424 5608 22784 -7995177.44050 972808 0.00000 0
1425 5612 22800 -8722721.90350 1061659 0.00000 0
1426 5616 22816 -9863464.48334 1206350 0.00000 0
1427 5620 22832 -9779927.19224 1194639 0.00000 0
1428 5623 22848 -7751982.56596 947289 0.00000 0
1429 5627 22864 -7843792.08808 957677 0.00000 0
1430 5631 22880 -9737218.05564 1176144 0.00000 0
1431 5635 22896 -9339574.14075 1126021 0.00000 0
1432 5639 22912 -8010365.64365 976660 0.00000 0
1433 5642 22928 -7800961.94834 952182 0.00000 0
1434 5646 22944 -7377826.86430 892555 0.00000 0
1435 5650 22960 -8179327.83843 995731 0.00000 0
1436 5654 22976 -8004107.73566 974605 0.00000 0
1437 5658 22992 -10080068.52681 1221912 0.00000 0
1438 5662 23008 -9117788.83000 1101673 0.00000 0
1439 5666 23024 -10822562.62345 1322367 0.00000 0
1440 5670 23040 -6049650.05129 734935 0.00000 0
1441 5674 23056 -8691657.13394 1056872 0.00000 0
1442 5678 23072 -7673360.65016 926662 0.00000 0
1443 5681 23088 -7671109.85914 931907 0.00000 0
1444 5685 23104 -9168146.46719 1103607 0.00000 0
1445 5689 23120 -11996316.90279 1456594 0.00000 0
1446 5693 23136 -9380886.14384 1148589 0.00000 0
1447 5697 23152 -8047025.78392 982829 0.00000 0
1448 5701 23168 -9464480.25457 1155990 0.00000 0
1449 5704 23184 -7920379.87081 958040 0.00000 0
1450 5708 23200 -9172244.07695 1115961 0.00000 0
1451 5712 23216 -9174526.04374 1119741 0.00000 0
1452 5716 23232 -10215784.47735 1244645 0.00000 0
1453 5720 23248 -9047161.41594 1103938 0.00000 0
1454 5725 23264 -11900985.32722 1456178 0.00000 0
1455 5728 23280 -8550948.08007 1042052 0.00000 0
1456 5732 23296 -9435046.35459 1150384 0.00000 0
1457 5736 23312 -7548095.70711 914633 0.00000 0
1458 5740 23328 -9890654.77865 1200522 0.00000 0
1459 5744 23344 -7899719.17122 954245 0.00000 0
1460 5748 23360 -9507123.00515 1159214 0.00000 0
1461 5751 23376 -8132748.06039 981365 0.00000 0
1462 5756 23392 -10069999.97459 1227459 0.00000 0
1463 5760 23408 -9900687.30729 1204224 0.00000 0
1464 5763 23424 -9831323.00964 1195318 0.00000 0
1465 5767 23440 -10185843.24608 1238744 0.00000 0
1466 5772 23456 -12182678.97673 1485631 0.00000 0
1467 5776 23472 -8768970.96313 1055017 0.00000 0
1468 5780 23488 -10362188.53856 1263445 0.00000 0
1469 5784 23504 -8091116.60945 980044 0.00000 0
1470 5787 23520 -9124061.74929 1109081 0.00000 0
1471 5791 23536 -9028518.76322 1102220 0.00000 0
1472 5795 23552 -10429010.70085 1271265 0.00000 0
1473 5799 23568 -9263849.17956 1134687 0.00000 0
1474 5803 23584 -9787699.62710 1188886 0.00000 0
1475 5807 23600 -9803051.75709 1193799 0.00000 0
1476 5811 23616 -6688894.66212 811686 0.00000 0
1477 5815 23632 -9670904.74124 1170200 0.00000 0
1478 5819 23648 -10225985.76517 1240398 0.00000 0
1479 5823 23664 -7667148.56269 929472 0.00000 0
1480 5827 23680 -9370320.47396 1140278 0.00000 0
1481 5831 23696 -10601429.40664 1296436 0.00000 0
1482 5835 23712 -9998090.59816 1213240 0.00000 0
1483 5839 23728 -10487877.07308 1283684 0.00000 0
1484 5843 23744 -10358445.97747 1255607 0.00000 0
1485 5848 23760 -11538327.58931 1397063 0.00000 0
1486 5852 23776 -7908890.30563 957097 0.00000 0
1487 5855 23792 -9448499.20956 1144894 0.00000 0
1488 5860 23808 -10137208.91108 1232887 0.00000 0
1489 5863 23824 -9057285.50420 1101930 0.00000 0
1490 5867 23840 -8117905.18990 980639 0.00000 0
1491 5871 23856 -13159125.89524 1594695 0.00000 0
1492 5875 23872 -8815920.59094 1074833 0.00000 0
1493 5879 23888 -10034868.97180 1221082 0.00000 0
1494 5883 23904 -7640551.50984 922272 0.00000 0
1495 5887 23920 -9471704.03558 1148389 0.00000 0
1496 5891 23936 -9774521.93438 1184126 0.00000 0
1497 5895 23952 -9638010.61477 1175499 0.00000 0
1498 5899 23968 -11560568.56617 1409878 0.00000 0
1499 5903 23984 -9702069.88783 1174552 0.00000 0
1500 5907 24000 -8438990.92979 1021124 0.00000 0
1501 5911 24016 -8448440.82466 1029188 0.00000 0
1502 5915 24032 -10131485.08854 1233385 0.00000 0
1503 5919 24048 -9249918.73476 1124629 0.00000 0
1504 5922 24064 -9231407.03324 1123401 0.00000 0
1505 5926 24080 -8384817.65875 1022914 0.00000 0
1506 5930 24096 -8956185.58082 1089312 0.00000 0
1507 5934 24112 -9988777.60281 1220992 0.00000 0
1508 5938 24128 -8521928.54664 1032818 0.00000 0
1509 5942 24144 -9880278.77844 1205653 0.00000 0
1510 5946 24160 -9641449.53515 1173176 0.00000 0
1511 5950 24176 -7919181.89379 953872 0.00000 0
1512 5954 24192 -10157214.39264 1239296 0.00000 0
1513 5957 24208 -8243391.31498 1009170 0.00000 0
1514 5961 24224 -7490474.62884 906536 0.00000 0
1515 5965 24240 -8797365.21496 1071822 0.00000 0
1516 5969 24256 -8193640.62206 997417 0.00000 0
1517 5972 24272 -9491558.37554 1153192 0.00000 0
1518 5976 24288 -9776029.92716 1190275 0.00000 0
1519 5980 24304 -11127767.73706 1357748 0.00000 0
1520 5984 24320 -12201299.89279 1485143 0.00000 0
1521 5989 24336 -10211520.55884 1243578 0.00000 0
1522 5992 24352 -10952578.80321 1336678 0.00000 0
1523 5997 24368 -9051532.05363 1096280 0.00000 0
1524 6001 24384 -8887418.96304 1075831 0.00000 0
1525 6004 24400 -8281544.18280 1012052 0.00000 0
1526 6009 24416 -9887302.44435 1205985 0.00000 0
1527 6012 24432 -9961112.67751 1216172 0.00000 0
1528 6016 24448 -8307018.43039 1004785 0.00000 0
1529 6020 24464 -7305210.69088 890852 0.00000 0
1530 6023 24480 -5869261.06230 708394 0.00000 0
1531 6028 24496 -10417067.56655 1277137 0.00000 0
1532 6031 24512 -6908422.91749 840905 0.00000 0
1533 6035 24528 -8106042.18028 983964 0.00000 0
1534 6039 24544 -9112868.16431 1102592 0.00000 0
1535 6043 24560 -10496761.50565 1272263 0.00000 0
1536 6047 24576 -8297292.93554 1007700 0.00000 0
1537 6051 24592 -9648947.36312 1171143 0.00000 0
1538 6055 24608 -8435844.94884 1020342 0.00000 0
1539 6059 24624 -9828098.13332 1194865 0.00000 0
1540 6062 24640 -8929823.96366 1085472 0.00000 0
1541 6067 24656 -11527449.11392 1403493 0.00000 0
1542 6071 24672 -8094021.99978 986556 0.00000 0
1543 6074 24688 -6239213.21380 754895 0.00000 0
1544 6078 24704 -8375646.82215 1012355 0.00000 0
1545 6082 24720 -7861099.86622 952732 0.00000 0
1546 6086 24736 -11238612.50555 1373656 0.00000 0
1547 6090 24752 -10215054.21876 1240054 0.00000 0
1548 6094 24768 -9468522.37340 1154923 0.00000 0
1549 6098 24784 -8794641.15357 1068576 0.00000 0
1550 6102 24800 -8651270.93074 1053292 0.00000 0
1551 6106 24816 -9425526.99555 1144714 0.00000 0
1552 6110 24832 -10156463.95151 1231224 0.00000 0
1553 6114 24848 -7432537.44770 905733 0.00000 0
1554 6118 24864 -10077947.68012 1227704 0.00000 0
1555 6122 24880 -11047444.92814 1334520 0.00000 0
1556 6126 24896 -9253999.55630 1128770 0.00000 0
1557 6129 24912 -6413993.69075 776345 0.00000 0
1558 6133 24928 -7902417.39690 961513 0.00000 0
1559 6138 24944 -9795304.02914 1186127 0.00000 0
1560 6142 24960 -10189313.60688 1246641 0.00000 0
1561 6145 24976 -9818302.70662 1198457 0.00000 0
1562 6150 24992 -10900760.43952 1330826 0.00000 0
1563 6153 25008 -10209372.17167 1244783 0.00000 0
1564 6157 25024 -10387913.57740 1274562 0.00000 0
1565 6162 25040 -11492157.18521 1393128 0.00000 0
1566 6166 25056 -9672541.04682 1175125 0.00000 0
1567 6169 25072 -7456238.60910 903061 0.00000 0
1568 6173 25088 -8076753.27744 981023 0.00000 0
1569 6177 25104 -8868840.55603 1084170 0.00000 0
1570 6181 25120 -7320466.76610 881723 0.00000 0
1571 6185 25136 -9415478.69545 1143946 0.00000 0
1572 6189 25152 -10976564.62856 1325378 0.00000 0
1573 6193 25168 -8801941.85103 1066587 0.00000 0
1574 6197 25184 -9413733.39866 1134837 0.00000 0
1575 6201 25200 -8865567.66002 1074416 0.00000 0
1576 6205 25216 -12634059.99909 1548648 0.00000 0
1577 6209 25232 -8522614.51728 1040436 0.00000 0
1578 6213 25248 -11384750.72008 1389043 0.00000 0
1579 6216 25264 -7413291.08028 902618 0.00000 0
1580 6220 25280 -9097837.54300 1101286 0.00000 0
1581 6225 25296 -8944917.09557 1082198 0.00000 0
1582 6229 25312 -11547806.50040 1408259 0.00000 0
1583 6233 25328 -9370929.82954 1144940 0.00000 0
1584 6237 25344 -11741012.39880 1429454 0.00000 0
1585 6241 25360 -9788385.54158 1191217 0.00000 0
1586 6245 25376 -9446917.25176 1157268 0.00000 0
1587 6249 25392 -7744668.30224 942659 0.00000 0
1588 6253 25408 -9577179.08838 1160423 0.00000 0
1589 6257 25424 -10668611.01349 1299356 0.00000 0
1590 6261 25440 -9768105.46748 1190623 0.00000 0
1591 6265 25456 -9673257.19385 1175924 0.00000 0
1592 6269 25472 -9443942.44698 1153666 0.00000 0
1593 6273 25488 -8584656.97288 1039260 0.00000 0
1594 6276 25504 -11015841.33199 1350696 0.00000 0
1595 6280 25520 -9596944.24412 1168092 0.00000 0
1596 6285 25536 -10925084.90200 1339034 0.00000 0
1597 6289 25552 -10019188.78697 1222036 0.00000 0
1598 6292 25568 -8821823.12193 1074758 0.00000 0
1599 6296 25584 -9391667.06020 1135136 0.00000 0
1600 6301 25600 -9886159.28008 1195490 0.00000 0
1601 6305 25616 -11321305.21612 1381261 0.00000 0
1602 6309 25632 -9247682.61584 1124527 0.00000 0
1603 6313 25648 -11022754.81781 1346825 0.00000 0
1604 6317 25664 -9845469.54631 1205345 0.00000 0
1605 6321 25680 -10134820.17469 1229724 0.00000 0
1606 6325 25696 -10167300.36439 1239551 0.00000 0
1607 6329 25712 -10657483.99558 1292063 0.00000 0
1608 6333 25728 -10490624.28222 1278920 0.00000 0
1609 6337 25744 -7627006.72108 926619 0.00000 0
1610 6341 25760 -9729226.72821 1181867 0.00000 0
1611 6345 25776 -9515377.38741 1161604 0.00000 0
1612 6348 25792 -6078163.20150 737840 0.00000 0
1613 6352 25808 -7739516.39122 942480 0.00000 0
1614 6356 25824 -9080163.96821 1099552 0.00000 0
1615 6360 25840 -9648538.15842 1181115 0.00000 0
1616 6364 25856 -9456904.38823 1152840 0.00000 0
1617 6368 25872 -11446052.40030 1396947 0.00000 0
1618 6372 25888 -9272051.51069 1124715 0.00000 0
1619 6375 25904 -8026830.68840 971131 0.00000 0
1620 6379 25920 -8138495.38110 987978 0.00000 0
1621 6383 25936 -10165889.80599 1239877 0.00000 0
1622 6387 25952 -8013037.14655 977319 0.00000 0
1623 6391 25968 -7112883.87425 861479 0.00000 0
1624 6395 25984 -8794161.61212 1068674 0.00000 0
1625 6399 26000 -10151171.66743 1240506 0.00000 0
1626 6403 26016 -9649679.17255 1170771 0.00000 0
1627 6407 26032 -8144197.31394 992372 0.00000 0
1628 6411 26048 -8554295.50339 1034392 0.00000 0
1629 6415 26064 -9481323.03050 1155301 0.00000 0
1630 6419 26080 -9981581.81465 1217735 0.00000 0
1631 6423 26096 -11024662.06753 1339900 0.00000 0
1632 6427 26112 -11295848.16368 1368186 0.00000 0
1633 6431 26128 -10101963.58993 1235089 0.00000 0
1634 6435 26144 -8518475.87426 1034897 0.00000 0
1635 6439 26160 -8146186.14388 985350 0.00000 0
1636 6443 26176 -10546166.89906 1278765 0.00000 0
1637 6447 26192 -7676612.06898 922173 0.00000 0
1638 6451 26208 -9456128.38222 1153129 0.00000 0
1639 6455 26224 -10187083.83426 1239506 0.00000 0
1640 6459 26240 -10139480.06964 1233193 0.00000 0
1641 6463 26256 -10819924.17370 1315130 0.00000 0
1642 6467 26272 -9380843.52070 1142366 0.00000 0
1643 6471 26288 -8733075.95928 1060478 0.00000 0
1644 6475 26304 -10199453.87144 1244213 0.00000 0
1645 6479 26320 -9001486.13911 1100298 0.00000 0
1646 6482 26336 -8381437.51117 1019458 0.00000 0
1647 6486 26352 -8797386.14559 1072419 0.00000 0
1648 6490 26368 -8401877.53129 1017019 0.00000 0
1649 6494 26384 -8685311.42861 1055497 0.00000 0
1650 6498 26400 -8899650.04654 1082093 0.00000 0
1651 6501 26416 -9720012.50241 1184020 0.00000 0
1652 6506 26432 -10943303.30475 1334740 0.00000 0
1653 6509 26448 -10005112.99653 1216752 0.00000 0
1654 6513 26464 -8844534.71145 1077646 0.00000 0
1655 6517 26480 -8276321.40851 1001646 0.00000 0
1656 6522 26496 -10724877.93438 1300666 0.00000 0
1657 6525 26512 -9045059.59797 1097516 0.00000 0
1658 6529 26528 -12188752.27212 1486659 0.00000 0
1659 6533 26544 -8148317.27120 990616 0.00000 0
